N,seed,scenario,method,status,error,obj,runtime_total,runtime_pricing,gap,gap_pct,lp_lower_bound,lp_obj_final_pool,irmp_obj,best_reduced_cost_last,num_negative_columns_last,num_columns_total,iterations,runtime_sec,cg_status,gap_type,full_pricing_converged,min_reduced_cost,lp_status,ip_status,success,num_iters,num_pricing_calls,num_columns_added,n_columns_generated,min_reduced_cost_last,pricing_time_share,infeasible_jobs,cost_energy,cost_delay,type_A_count,type_A_cost_energy,type_A_cost_delay,type_A_cost_total,type_A_shore_ratio,type_A_battery_ratio,type_A_brown_ratio,type_A_avg_tardy_hours,type_B_count,type_B_cost_energy,type_B_cost_delay,type_B_cost_total,type_B_shore_ratio,type_B_battery_ratio,type_B_brown_ratio,type_B_avg_tardy_hours,type_C_count,type_C_cost_energy,type_C_cost_delay,type_C_cost_total,type_C_shore_ratio,type_C_battery_ratio,type_C_brown_ratio,type_C_avg_tardy_hours,type_D_count,type_D_cost_energy,type_D_cost_delay,type_D_cost_total,type_D_shore_ratio,type_D_battery_ratio,type_D_brown_ratio,type_D_avg_tardy_hours,num_fully_masked,num_partially_masked,avg_masking_rate,time_saved_total,avg_stay_time,num_fully_masked_type_A,num_partially_masked_type_A,avg_masking_rate_type_A,num_fully_masked_type_B,num_partially_masked_type_B,avg_masking_rate_type_B,num_fully_masked_type_C,num_partially_masked_type_C,avg_masking_rate_type_C,num_fully_masked_type_D,num_partially_masked_type_D,avg_masking_rate_type_D,mode_shore_count,mode_battery_count,mode_brown_count,SP_share,BS_share,AE_share,mechanism
100,2,U,rolling_horizon,ok,,378163.3494547926,13.799078000000009,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,372163.3494547926,6000.0,23.0,142360.24927933564,0.0,142360.24927933564,0.0434782608695652,0.0,0.9565217391304348,0.0,53.0,151007.41536522462,6000.0,157007.41536522462,0.2264150943396226,0.0,0.7735849056603774,0.1415094339622641,12.0,38595.68481023244,0.0,38595.68481023244,0.0,0.0,1.0,0.0,12.0,40200.0,0.0,40200.0,0.0833333333333333,0.0,0.9166666666666666,0.0,4.0,6.0,0.0642542853554389,31.74449623120544,14.326622564447575,0.0,1.0,0.0285823768126682,3.0,5.0,0.0899629031858966,0.0,0.0,0.0,1.0,0.0,0.0833333333333333,14.0,0.0,86.0,0.14,0.0,0.86,SP_only
100,2,U,fix_and_optimize,ok,,379719.3462298495,11.293006500000049,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,373219.3462298495,6500.0,23.0,136376.77533829943,500.0,136876.77533829943,0.0869565217391304,0.0,0.9130434782608696,0.0108695652173913,53.0,158046.8860813176,6000.0,164046.8860813176,0.1886792452830188,0.0,0.8113207547169812,0.1415094339622641,12.0,38595.68481023244,0.0,38595.68481023244,0.0,0.0,1.0,0.0,12.0,40200.0,0.0,40200.0,0.0833333333333333,0.0,0.9166666666666666,0.0,5.0,5.0,0.0760894850080504,41.550417738343,14.227056583117118,1.0,1.0,0.0752239207142317,4.0,3.0,0.0964333287797501,0.0,0.0,0.0,0.0,1.0,0.0639859915875802,13.0,0.0,87.0,0.13,0.0,0.87,SP_only
100,1,U,CG+IR,ok,,209113.41544267687,1.3136114999997517,0.0,0.0,0.0,209113.4154439124,209113.4154439124,209113.41544267687,0.0,0.0,17436.0,1.0,1.3136114999997517,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,17436.0,0.0,0.0,0.0,208913.41544267687,200.0,19.0,59150.23695702706,0.0,59150.23695702706,0.0,1.0,0.0,0.0,48.0,90983.6823753794,200.0,91183.6823753794,0.0,0.875,0.125,0.0052083333333333,19.0,33579.496110270426,0.0,33579.496110270426,0.0,0.8421052631578947,0.1578947368421052,0.0,14.0,25200.0,0.0,25200.0,0.0,1.0,0.0,0.0,35.0,3.0,0.3645429580016383,27.34072185012287,16.02782598880141,4.0,1.0,0.2281668793471943,16.0,1.0,0.3422195557466895,7.0,1.0,0.4048729693013703,8.0,0.0,0.5714285714285714,0.0,91.0,9.0,0.0,0.91,0.09,BS_only
100,1,U,rolling_horizon,ok,,233671.8162146409,3.0247956000002887,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,227296.8162146409,6375.0,19.0,65720.60449132964,0.0,65720.60449132964,0.0,0.8947368421052632,0.1052631578947368,0.0,48.0,96843.97765827837,2000.0,98843.97765827837,0.0,0.8125,0.1875,0.0520833333333333,19.0,32332.23406503286,4000.0,36332.234065032855,0.0,0.8947368421052632,0.1052631578947368,0.4210526315789473,14.0,32400.0,375.0,32775.0,0.0,0.7142857142857143,0.2857142857142857,0.0178571428571428,38.0,3.0,0.3961128818575283,29.708466139314627,15.62650999891551,9.0,0.0,0.4736842105263157,16.0,2.0,0.3524562938068228,8.0,1.0,0.4575466359487021,5.0,0.0,0.3571428571428571,0.0,83.0,17.0,0.0,0.83,0.17,BS_only
100,1,U,fix_and_optimize,ok,,239895.17503816567,2.6598004000006767,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,236395.17503816567,3500.0,19.0,65720.60449132964,500.0,66220.60449132964,0.0,0.8947368421052632,0.1052631578947368,0.0131578947368421,48.0,101123.54739456646,3000.0,104123.54739456646,0.0,0.7708333333333334,0.2291666666666666,0.078125,19.0,35351.02315226959,0.0,35351.02315226959,0.0,0.7894736842105263,0.2105263157894736,0.0,14.0,34200.0,0.0,34200.0,0.0,0.6428571428571429,0.3571428571428571,0.0,45.0,3.0,0.4634719706341389,34.76039779756042,15.1390196945469,12.0,0.0,0.631578947368421,22.0,2.0,0.4774562938068228,9.0,0.0,0.4736842105263157,2.0,1.0,0.1735210686204572,0.0,78.0,22.0,0.0,0.78,0.22,BS_only
100,2,U,CG+IR,ok,,226999.4426314397,1.3578907000010076,0.0,0.0,0.0,226999.4426314397,226999.4426314397,226999.4426314397,0.0,0.0,17369.0,1.0,1.3578907000010076,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,17369.0,0.0,0.0,0.0,225949.4426314397,1050.0,23.0,73933.56713556702,0.0,73933.56713556702,0.0,1.0,0.0,0.0,53.0,106716.2924948761,800.0,107516.2924948761,0.0,0.8301886792452831,0.1698113207547169,0.0188679245283018,12.0,23699.58300099657,250.0,23949.58300099657,0.0,0.75,0.25,0.0416666666666666,12.0,21600.0,0.0,21600.0,0.0,1.0,0.0,0.0,40.0,2.0,0.4140984344991549,31.05738258743662,15.523038301768915,9.0,0.0,0.391304347826087,21.0,2.0,0.4228272349040659,2.0,0.0,0.1666666666666666,8.0,0.0,0.6666666666666666,0.0,88.0,12.0,0.0,0.88,0.12,BS_only
100,2,U,rolling_horizon,ok,,251806.40375278835,2.9558494000011706,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,247856.40375278835,3950.0,23.0,80252.00586907075,2000.0,82252.00586907075,0.0,0.9130434782608696,0.0869565217391304,0.0434782608695652,53.0,116460.86365438376,1200.0,117660.86365438376,0.0,0.7547169811320755,0.2452830188679245,0.0283018867924528,12.0,22343.534229333807,750.0,23093.534229333807,0.0,0.8333333333333334,0.1666666666666666,0.125,12.0,28800.0,0.0,28800.0,0.0,0.6666666666666666,0.3333333333333333,0.0,34.0,1.0,0.3463702218755155,25.977766640663663,15.46007088894343,9.0,1.0,0.4190009646761544,17.0,0.0,0.320754716981132,5.0,0.0,0.4166666666666667,3.0,0.0,0.25,0.0,79.0,21.0,0.0,0.79,0.21,BS_only
100,2,U,fix_and_optimize,ok,,251021.41138097068,2.634505600000921,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,244421.41138097068,6600.0,23.0,76817.0134972531,5000.0,81817.0134972531,0.0,0.9565217391304348,0.0434782608695652,0.108695652173913,53.0,116460.86365438376,1600.0,118060.86365438376,0.0,0.7547169811320755,0.2452830188679245,0.0377358490566037,12.0,22343.534229333807,0.0,22343.534229333807,0.0,0.8333333333333334,0.1666666666666666,0.0,12.0,28800.0,0.0,28800.0,0.0,0.6666666666666666,0.3333333333333333,0.0,40.0,3.0,0.4086612990332442,30.649597427493315,15.204044243097414,9.0,2.0,0.4263566662211364,24.0,1.0,0.4539608788724204,4.0,0.0,0.3333333333333333,3.0,0.0,0.25,0.0,80.0,20.0,0.0,0.8,0.2,BS_only
100,1,U,CG+IR,ok,,178339.47421345147,19.41802590000043,0.0,1.5858410467252367e-05,0.0015858410467252,178336.64603286688,178336.64603286688,178339.47421345147,0.0,0.0,42548.0,1.0,19.41802590000043,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,42548.0,0.0,0.0,0.0,178339.47421345147,0.0,19.0,51171.21168002153,0.0,51171.21168002153,0.2105263157894736,0.7894736842105263,0.0,0.0,48.0,73752.12764578388,0.0,73752.12764578388,0.1666666666666666,0.8333333333333334,0.0,0.0,19.0,29416.13488764601,0.0,29416.13488764601,0.0,1.0,0.0,0.0,14.0,24000.0,0.0,24000.0,0.0714285714285714,0.9285714285714286,0.0,0.0,39.0,8.0,0.4392142630489947,69.007561401927,15.950017067412457,8.0,3.0,0.5152806516295853,15.0,3.0,0.3581889850769251,7.0,2.0,0.4177906652760496,9.0,0.0,0.6428571428571429,13.0,87.0,0.0,0.13,0.87,0.0,Green_only_no_AE
100,1,U,Rolling-Horizon,skipped,No-AE enforcement is implemented for CG columns only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green_only_no_AE
100,1,U,Fix-and-Optimize,skipped,No-AE enforcement is implemented for CG columns only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green_only_no_AE
100,2,U,CG+IR,ok,,190845.92207749336,22.525995299998613,0.0,8.302903508779668e-05,0.0083029035087796,190830.07632473283,190830.07632473283,190845.92207749336,0.0,0.0,44367.0,1.0,22.525995299998613,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,44367.0,0.0,0.0,0.0,190845.92207749336,0.0,23.0,71908.2069146626,0.0,71908.2069146626,0.0434782608695652,0.9565217391304348,0.0,0.0,53.0,78039.87275771453,0.0,78039.87275771453,0.2830188679245283,0.7169811320754716,0.0,0.0,12.0,19297.84240511622,0.0,19297.84240511622,0.0,1.0,0.0,0.0,12.0,21600.0,0.0,21600.0,0.0,1.0,0.0,0.0,46.0,11.0,0.4996866151192597,73.14353227226653,15.639919750791764,10.0,2.0,0.4511030206921629,25.0,7.0,0.529863302932778,4.0,0.0,0.3333333333333333,7.0,2.0,0.6258780817140829,16.0,84.0,0.0,0.16,0.84,0.0,Green_only_no_AE
100,2,U,Rolling-Horizon,skipped,No-AE enforcement is implemented for CG columns only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green_only_no_AE
100,2,U,Fix-and-Optimize,skipped,No-AE enforcement is implemented for CG columns only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green_only_no_AE
100,1,P,CG+IR,ok,,186909.6553198853,17.025234299999283,0.0,0.0,0.0,186909.6555179676,186909.6555179676,186909.6553198853,0.0,0.0,42821.0,1.0,17.025234299999283,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,42821.0,0.0,0.0,0.0,186909.6553198853,0.0,19.0,57945.15235819955,0.0,57945.15235819955,0.0526315789473684,0.9473684210526316,0.0,0.0,48.0,74436.8949655394,0.0,74436.8949655394,0.2708333333333333,0.7291666666666666,0.0,0.0,19.0,30527.60799614648,0.0,30527.60799614648,0.0,1.0,0.0,0.0,14.0,24000.0,0.0,24000.0,0.0714285714285714,0.9285714285714286,0.0,0.0,47.0,8.0,0.5042255792331679,68.21346597910838,15.86752024827113,9.0,3.0,0.5531555053173082,21.0,5.0,0.4773459025476652,6.0,0.0,0.3157894736842105,11.0,0.0,0.7857142857142857,15.0,85.0,0.0,0.15,0.85,0.0,Hybrid
100,1,P,rolling_horizon,ok,,219322.02866223283,20.719212800000605,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,217947.02866223283,1375.0,19.0,65655.62943586212,0.0,65655.62943586212,0.1052631578947368,0.7368421052631579,0.1578947368421052,0.0,48.0,87275.33556503327,1000.0,88275.33556503327,0.1666666666666666,0.7291666666666666,0.1041666666666666,0.0260416666666666,19.0,33816.063661337445,375.0,34191.063661337445,0.0,0.8947368421052632,0.1052631578947368,0.0394736842105263,14.0,31200.0,0.0,31200.0,0.0714285714285714,0.6428571428571429,0.2857142857142857,0.0,42.0,9.0,0.453019285326492,58.99072740801619,15.513385206102337,9.0,1.0,0.4993221266188228,16.0,7.0,0.382030840992732,11.0,1.0,0.604069882065286,6.0,0.0,0.4285714285714285,11.0,75.0,14.0,0.11,0.75,0.14,Hybrid
100,1,P,fix_and_optimize,ok,,220423.64718265308,15.489539399999558,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,214698.64718265308,5725.0,19.0,65627.90267622117,1500.0,67127.90267622117,0.1052631578947368,0.7368421052631579,0.1578947368421052,0.0394736842105263,48.0,85543.13651028543,2600.0,88143.13651028543,0.1666666666666666,0.75,0.0833333333333333,0.0677083333333333,19.0,30527.60799614648,1625.0,32152.60799614648,0.0,1.0,0.0,0.1710526315789473,14.0,33000.0,0.0,33000.0,0.0714285714285714,0.5714285714285714,0.3571428571428571,0.0,44.0,9.0,0.4779563755156635,66.54416709440041,15.612633387935658,9.0,1.0,0.4975752037905264,21.0,6.0,0.4886630576227739,9.0,1.0,0.4854279940237231,5.0,1.0,0.4044821448001762,11.0,77.0,12.0,0.11,0.77,0.12,Hybrid
100,2,P,CG+IR,ok,,190056.86210777485,21.329815100001724,0.0,3.952199099530899e-05,0.0039521990995308,190049.35068218203,190049.35068218203,190056.86210777485,0.0,0.0,44271.0,1.0,21.329815100001724,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,44271.0,0.0,0.0,0.0,190056.86210777485,0.0,23.0,74556.17795751059,0.0,74556.17795751059,0.0,1.0,0.0,0.0,53.0,76193.2977934924,0.0,76193.2977934924,0.3018867924528302,0.6981132075471698,0.0,0.0,12.0,18907.386356771844,0.0,18907.386356771844,0.0,1.0,0.0,0.0,12.0,20400.0,0.0,20400.0,0.0833333333333333,0.9166666666666666,0.0,0.0,41.0,10.0,0.4483121416632326,58.89977593514634,16.24595859740983,6.0,1.0,0.2917278986063324,19.0,7.0,0.4047306334843991,7.0,1.0,0.638635992483709,9.0,1.0,0.7505930844916625,17.0,83.0,0.0,0.17,0.83,0.0,Hybrid
100,2,P,rolling_horizon,ok,,233424.35268530293,21.72512529999949,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,228724.35268530293,4700.0,23.0,86133.77831296857,1500.0,87633.77831296857,0.0869565217391304,0.6956521739130435,0.217391304347826,0.0326086956521739,53.0,88381.69102743737,2200.0,90581.69102743737,0.2075471698113207,0.7169811320754716,0.0754716981132075,0.0518867924528301,12.0,23608.883344897,1000.0,24608.883344897,0.0,0.75,0.25,0.1666666666666666,12.0,30600.0,0.0,30600.0,0.0,0.5833333333333334,0.4166666666666667,0.0,44.0,10.0,0.4902236638846182,70.22102772015378,15.647538618995808,10.0,2.0,0.4882885301240305,23.0,7.0,0.4932575773713565,8.0,0.0,0.6666666666666666,3.0,1.0,0.3040898829106013,13.0,70.0,17.0,0.13,0.7,0.17,Hybrid
100,2,P,fix_and_optimize,ok,,221688.1201416443,13.502593799999886,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,219913.1201416443,1775.0,23.0,79908.81305014077,0.0,79908.81305014077,0.0869565217391304,0.782608695652174,0.1304347826086956,0.0,53.0,87424.23716328383,400.0,87824.23716328383,0.2264150943396226,0.6981132075471698,0.0754716981132075,0.0094339622641509,12.0,21980.06992821966,1375.0,23355.06992821966,0.0,0.8333333333333334,0.1666666666666666,0.2291666666666666,12.0,30600.0,0.0,30600.0,0.0,0.5833333333333334,0.4166666666666667,0.0,47.0,12.0,0.5108121563740027,77.21650350637336,15.366324583802877,11.0,2.0,0.5202046801194455,26.0,8.0,0.5382922140762035,8.0,0.0,0.6666666666666666,2.0,2.0,0.2155850540511866,14.0,72.0,14.0,0.14,0.72,0.14,Hybrid
