N,seed,scenario,method,status,error,obj,runtime_total,runtime_pricing,gap,gap_pct,lp_lower_bound,lp_obj_final_pool,irmp_obj,best_reduced_cost_last,num_negative_columns_last,num_columns_total,iterations,runtime_sec,cg_status,gap_type,full_pricing_converged,min_reduced_cost,lp_status,ip_status,success,num_iters,num_pricing_calls,num_columns_added,n_columns_generated,min_reduced_cost_last,pricing_time_share,infeasible_jobs,cost_energy,cost_delay,type_A_count,type_A_cost_energy,type_A_cost_delay,type_A_cost_total,type_A_shore_ratio,type_A_battery_ratio,type_A_brown_ratio,type_A_avg_tardy_hours,type_B_count,type_B_cost_energy,type_B_cost_delay,type_B_cost_total,type_B_shore_ratio,type_B_battery_ratio,type_B_brown_ratio,type_B_avg_tardy_hours,type_C_count,type_C_cost_energy,type_C_cost_delay,type_C_cost_total,type_C_shore_ratio,type_C_battery_ratio,type_C_brown_ratio,type_C_avg_tardy_hours,type_D_count,type_D_cost_energy,type_D_cost_delay,type_D_cost_total,type_D_shore_ratio,type_D_battery_ratio,type_D_brown_ratio,type_D_avg_tardy_hours,mode_shore_count,mode_battery_count,mode_brown_count,SP_share,BS_share,AE_share,num_fully_masked,num_partially_masked,avg_masking_rate,time_saved_total,avg_stay_time,num_fully_masked_type_A,num_partially_masked_type_A,avg_masking_rate_type_A,num_fully_masked_type_B,num_partially_masked_type_B,avg_masking_rate_type_B,num_fully_masked_type_C,num_partially_masked_type_C,avg_masking_rate_type_C,num_fully_masked_type_D,num_partially_masked_type_D,avg_masking_rate_type_D
100,1,P,CG+IR,ok,,186909.6553198853,19.65465310000036,0.0,0.0,0.0,186909.6555179676,186909.6555179676,186909.6553198853,0.0,0.0,42821.0,1.0,19.65465310000036,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,42821.0,0.0,0.0,0,186909.6553198853,0.0,19,57945.15235819955,0.0,57945.15235819955,0.0526315789473684,0.9473684210526316,0.0,0.0,48,74436.8949655394,0.0,74436.8949655394,0.2708333333333333,0.7291666666666666,0.0,0.0,19,30527.60799614648,0.0,30527.60799614648,0.0,1.0,0.0,0.0,14,24000.0,0.0,24000.0,0.0714285714285714,0.9285714285714286,0.0,0.0,15,85,0,0.15,0.85,0.0,,,,,,,,,,,,,,,,,
100,1,P,rolling_horizon,ok,,219322.02866223283,21.283389700000043,,,,,,,,,,,,,,,,,,1.0,,,,,,,0,217947.02866223283,1375.0,19,65655.62943586212,0.0,65655.62943586212,0.1052631578947368,0.7368421052631579,0.1578947368421052,0.0,48,87275.33556503327,1000.0,88275.33556503327,0.1666666666666666,0.7291666666666666,0.1041666666666666,0.0260416666666666,19,33816.063661337445,375.0,34191.063661337445,0.0,0.8947368421052632,0.1052631578947368,0.0394736842105263,14,31200.0,0.0,31200.0,0.0714285714285714,0.6428571428571429,0.2857142857142857,0.0,11,75,14,0.11,0.75,0.14,42.0,9.0,0.453019285326492,58.99072740801619,15.513385206102337,9.0,1.0,0.4993221266188228,16.0,7.0,0.382030840992732,11.0,1.0,0.604069882065286,6.0,0.0,0.4285714285714285
100,1,P,fix_and_optimize,ok,,220423.64718265308,15.861674499999936,,,,,,,,,,,,,,,,,,1.0,,,,,,,0,214698.64718265308,5725.0,19,65627.90267622117,1500.0,67127.90267622117,0.1052631578947368,0.7368421052631579,0.1578947368421052,0.0394736842105263,48,85543.13651028543,2600.0,88143.13651028543,0.1666666666666666,0.75,0.0833333333333333,0.0677083333333333,19,30527.60799614648,1625.0,32152.60799614648,0.0,1.0,0.0,0.1710526315789473,14,33000.0,0.0,33000.0,0.0714285714285714,0.5714285714285714,0.3571428571428571,0.0,11,77,12,0.11,0.77,0.12,44.0,9.0,0.4779563755156635,66.54416709440041,15.612633387935658,9.0,1.0,0.4975752037905264,21.0,6.0,0.4886630576227739,9.0,1.0,0.4854279940237231,5.0,1.0,0.4044821448001762
100,1,P,FIFO,ok,,230997.52759083995,0.0337045000005673,,,,,,,,,,,,,,,,,,,,,,,,,0,222247.52759084,8750.0,19,66676.55349429353,1500.0,68176.55349429353,0.1578947368421052,0.631578947368421,0.2105263157894736,0.0394736842105263,48,88754.91043520905,6000.0,94754.91043520904,0.1458333333333333,0.75,0.1041666666666666,0.15625,19,33816.063661337445,875.0,34691.063661337445,0.0,0.8947368421052632,0.1052631578947368,0.0921052631578947,14,33000.0,375.0,33375.0,0.0714285714285714,0.5714285714285714,0.3571428571428571,0.0178571428571428,11,73,16,0.11,0.73,0.16,,,,,,,,,,,,,,,,,
100,1,P,Greedy,ok,,232489.7573885256,0.0821732000003976,,,,,,,,,,,,,,,,,,,,,,,,,0,222914.7573885256,9575.0,19,68740.51538195513,2000.0,70740.51538195513,0.1052631578947368,0.6842105263157895,0.2105263157894736,0.0526315789473684,48,89012.08416650718,4200.0,93212.08416650718,0.1666666666666666,0.7083333333333334,0.125,0.109375,19,32162.15784006334,2625.0,34787.157840063344,0.0,0.9473684210526316,0.0526315789473684,0.2763157894736842,14,33000.0,750.0,33750.0,0.0714285714285714,0.5714285714285714,0.3571428571428571,0.0357142857142857,11,73,16,0.11,0.73,0.16,,,,,,,,,,,,,,,,,
100,2,P,CG+IR,ok,,190056.86210777485,21.937987199999952,0.0,3.952199099530899e-05,0.0039521990995308,190049.35068218203,190049.35068218203,190056.86210777485,0.0,0.0,44271.0,1.0,21.937987199999952,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,44271.0,0.0,0.0,0,190056.86210777485,0.0,23,74556.17795751059,0.0,74556.17795751059,0.0,1.0,0.0,0.0,53,76193.2977934924,0.0,76193.2977934924,0.3018867924528302,0.6981132075471698,0.0,0.0,12,18907.386356771844,0.0,18907.386356771844,0.0,1.0,0.0,0.0,12,20400.0,0.0,20400.0,0.0833333333333333,0.9166666666666666,0.0,0.0,17,83,0,0.17,0.83,0.0,,,,,,,,,,,,,,,,,
100,2,P,rolling_horizon,ok,,233424.35268530293,22.10192630000074,,,,,,,,,,,,,,,,,,1.0,,,,,,,0,228724.35268530293,4700.0,23,86133.77831296857,1500.0,87633.77831296857,0.0869565217391304,0.6956521739130435,0.217391304347826,0.0326086956521739,53,88381.69102743737,2200.0,90581.69102743737,0.2075471698113207,0.7169811320754716,0.0754716981132075,0.0518867924528301,12,23608.883344897,1000.0,24608.883344897,0.0,0.75,0.25,0.1666666666666666,12,30600.0,0.0,30600.0,0.0,0.5833333333333334,0.4166666666666667,0.0,13,70,17,0.13,0.7,0.17,44.0,10.0,0.4902236638846182,70.22102772015378,15.647538618995808,10.0,2.0,0.4882885301240305,23.0,7.0,0.4932575773713565,8.0,0.0,0.6666666666666666,3.0,1.0,0.3040898829106013
100,2,P,fix_and_optimize,ok,,221688.1201416443,13.897950100001252,,,,,,,,,,,,,,,,,,1.0,,,,,,,0,219913.1201416443,1775.0,23,79908.81305014077,0.0,79908.81305014077,0.0869565217391304,0.782608695652174,0.1304347826086956,0.0,53,87424.23716328383,400.0,87824.23716328383,0.2264150943396226,0.6981132075471698,0.0754716981132075,0.0094339622641509,12,21980.06992821966,1375.0,23355.06992821966,0.0,0.8333333333333334,0.1666666666666666,0.2291666666666666,12,30600.0,0.0,30600.0,0.0,0.5833333333333334,0.4166666666666667,0.0,14,72,14,0.14,0.72,0.14,47.0,12.0,0.5108121563740027,77.21650350637336,15.366324583802877,11.0,2.0,0.5202046801194455,26.0,8.0,0.5382922140762035,8.0,0.0,0.6666666666666666,2.0,2.0,0.2155850540511866
100,2,P,FIFO,ok,,237442.8362486636,0.0375162999989697,,,,,,,,,,,,,,,,,,,,,,,,,0,229767.8362486636,7675.0,23,84480.97458712995,1500.0,85980.97458712995,0.1304347826086956,0.6521739130434783,0.217391304347826,0.0326086956521739,53,89277.9783166367,4800.0,94077.9783166367,0.1886792452830188,0.7358490566037735,0.0754716981132075,0.1132075471698113,12,23608.883344897,250.0,23858.883344897,0.0,0.75,0.25,0.0416666666666666,12,32400.0,1125.0,33525.0,0.0,0.5,0.5,0.0625,13,69,18,0.13,0.69,0.18,,,,,,,,,,,,,,,,,
100,2,P,Greedy,ok,,235582.94991276672,0.0862527000008412,,,,,,,,,,,,,,,,,,,,,,,,,0,231857.9499127667,3725.0,23,86624.82940458588,500.0,87124.82940458588,0.0869565217391304,0.6956521739130435,0.217391304347826,0.0108695652173913,53,87424.23716328383,2600.0,90024.23716328383,0.2264150943396226,0.6981132075471698,0.0754716981132075,0.0613207547169811,12,23608.883344897,625.0,24233.883344897,0.0,0.75,0.25,0.1041666666666666,12,34200.0,0.0,34200.0,0.0,0.4166666666666667,0.5833333333333334,0.0,14,67,19,0.14,0.67,0.19,,,,,,,,,,,,,,,,,
100,1,L,CG+IR,ok,,176198.94506128863,18.99317389999851,0.0,3.017898237628704e-05,0.0030178982376287,176193.6275564309,176193.6275564309,176198.94506128863,0.0,0.0,42648.0,1.0,18.99317389999851,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,42648.0,0.0,0.0,0,176198.94506128863,0.0,19,49100.5883483187,0.0,49100.5883483187,0.2631578947368421,0.7368421052631579,0.0,0.0,48,73682.22182532391,0.0,73682.22182532391,0.1666666666666666,0.8333333333333334,0.0,0.0,19,29416.13488764601,0.0,29416.13488764601,0.0,1.0,0.0,0.0,14,24000.0,0.0,24000.0,0.0714285714285714,0.9285714285714286,0.0,0.0,14,86,0,0.14,0.86,0.0,,,,,,,,,,,,,,,,,
100,1,L,rolling_horizon,ok,,197516.1229614656,16.276045099999465,,,,,,,,,,,,,,,,,,1.0,,,,,,,0,194991.1229614656,2525.0,19,60433.12904029398,0.0,60433.12904029398,0.0526315789473684,0.8947368421052632,0.0526315789473684,0.0,48,76700.10071248157,2400.0,79100.10071248157,0.2916666666666667,0.5833333333333334,0.125,0.0625,19,30857.89320869004,125.0,30982.89320869004,0.0,0.9473684210526316,0.0526315789473684,0.0131578947368421,14,27000.0,0.0,27000.0,0.0,0.9285714285714286,0.0714285714285714,0.0,15,76,9,0.15,0.76,0.09,48.0,10.0,0.518933563841829,66.74798920982599,19.29666807592808,11.0,1.0,0.610534604695925,17.0,8.0,0.4154019524297379,13.0,0.0,0.6842105263157895,7.0,1.0,0.5252789413094932
100,1,L,fix_and_optimize,ok,,185707.8035414884,13.413020100000722,,,,,,,,,,,,,,,,,,1.0,,,,,,,0,183507.8035414884,2200.0,19,62735.61189337302,0.0,62735.61189337302,0.0,0.9473684210526316,0.0526315789473684,0.0,48,66156.05676046934,2200.0,68356.05676046934,0.375,0.5833333333333334,0.0416666666666666,0.0572916666666666,19,29416.13488764601,0.0,29416.13488764601,0.0,1.0,0.0,0.0,14,25200.0,0.0,25200.0,0.0,1.0,0.0,0.0,18,79,3,0.18,0.79,0.03,65.0,9.0,0.6815221904545559,97.83316821774912,18.909982967165103,16.0,0.0,0.8421052631578947,27.0,6.0,0.6218068960307493,12.0,2.0,0.6465745363673711,10.0,1.0,0.7157551317856836
100,1,L,FIFO,ok,,196476.7508844596,0.0347860000001674,,,,,,,,,,,,,,,,,,,,,,,,,0,190751.7508844596,5725.0,19,62735.61189337302,0.0,62735.61189337302,0.0,0.9473684210526316,0.0526315789473684,0.0,48,71600.0041034405,1600.0,73200.0041034405,0.3541666666666667,0.5416666666666666,0.1041666666666666,0.0416666666666666,19,29416.13488764601,2625.0,32041.13488764601,0.0,1.0,0.0,0.2763157894736842,14,27000.0,1500.0,28500.0,0.0,0.9285714285714286,0.0714285714285714,0.0714285714285714,17,76,7,0.17,0.76,0.07,,,,,,,,,,,,,,,,,
100,1,L,Greedy,ok,,197309.52047255225,0.0833127000005333,,,,,,,,,,,,,,,,,,,,,,,,,0,191359.52047255225,5950.0,19,60448.14363304131,2000.0,62448.14363304131,0.0526315789473684,0.8947368421052632,0.0526315789473684,0.0526315789473684,48,73020.90109552201,1200.0,74220.90109552201,0.3333333333333333,0.5625,0.1041666666666666,0.03125,19,30890.47574398883,875.0,31765.47574398883,0.0,0.9473684210526316,0.0526315789473684,0.0921052631578947,14,27000.0,1875.0,28875.0,0.0,0.9285714285714286,0.0714285714285714,0.0892857142857142,17,75,8,0.17,0.75,0.08,,,,,,,,,,,,,,,,,
100,2,L,CG+IR,ok,,188413.114326798,18.41162339999937,0.0,1.287582121560572e-05,0.0012875821215605,188410.68835322323,188410.68835322323,188413.114326798,0.0,0.0,44467.0,1.0,18.41162339999937,full_pricing_converged,Full-CG LP-IP gap,1.0,0.0,Optimal,Optimal,1.0,1.0,0.0,0.0,44467.0,0.0,0.0,0,188413.114326798,0.0,23,58465.57703316085,0.0,58465.57703316085,0.3043478260869565,0.6956521739130435,0.0,0.0,53,89049.69488852093,0.0,89049.69488852093,0.0754716981132075,0.9245283018867924,0.0,0.0,12,19297.84240511622,0.0,19297.84240511622,0.0,1.0,0.0,0.0,12,21600.0,0.0,21600.0,0.0,1.0,0.0,0.0,11,89,0,0.11,0.89,0.0,,,,,,,,,,,,,,,,,
100,2,L,rolling_horizon,ok,,201613.6159505795,19.297200099999827,,,,,,,,,,,,,,,,,,1.0,,,,,,,0,199463.6159505795,2150.0,23,71730.81313884766,0.0,71730.81313884766,0.0434782608695652,0.9565217391304348,0.0,0.0,53,86388.35916291221,1400.0,87788.35916291221,0.2264150943396226,0.6981132075471698,0.0754716981132075,0.0330188679245283,12,20944.44364881962,750.0,21694.44364881962,0.0,0.9166666666666666,0.0833333333333333,0.125,12,20400.0,0.0,20400.0,0.0833333333333333,0.9166666666666666,0.0,0.0,14,81,5,0.14,0.81,0.05,63.0,8.0,0.6694624984047971,84.37287253373498,18.88104603227215,10.0,4.0,0.5534652707932528,34.0,4.0,0.6644631813629227,7.0,0.0,0.5833333333333334,12.0,0.0,1.0
100,2,L,fix_and_optimize,ok,,200751.8711356849,13.703921500000432,,,,,,,,,,,,,,,,,,1.0,,,,,,,0,196726.8711356849,4025.0,23,69337.42356243316,0.0,69337.42356243316,0.0869565217391304,0.9130434782608696,0.0,0.0,53,87091.60516813556,2400.0,89491.60516813556,0.1886792452830188,0.7547169811320755,0.0566037735849056,0.0566037735849056,12,19297.84240511622,1625.0,20922.84240511622,0.0,1.0,0.0,0.2708333333333333,12,21000.0,0.0,21000.0,0.1666666666666666,0.75,0.0833333333333333,0.0,14,82,4,0.14,0.82,0.04,66.0,6.0,0.6914914745366519,94.59171052239518,18.93269677349507,19.0,0.0,0.8260869565217391,33.0,4.0,0.6653817023451458,8.0,0.0,0.6666666666666666,6.0,2.0,0.573659769114372
100,2,L,FIFO,ok,,213131.4093052192,0.0360706000010395,,,,,,,,,,,,,,,,,,,,,,,,,0,205231.4093052192,7900.0,23,72261.9091893445,0.0,72261.9091893445,0.0869565217391304,0.8695652173913043,0.0434782608695652,0.0,53,87871.65771075842,6400.0,94271.65771075842,0.2075471698113207,0.7169811320754716,0.0754716981132075,0.1509433962264151,12,19297.84240511622,1500.0,20797.84240511622,0.0,1.0,0.0,0.25,12,25800.0,0.0,25800.0,0.0833333333333333,0.6666666666666666,0.25,0.0,14,78,8,0.14,0.78,0.08,,,,,,,,,,,,,,,,,
100,2,L,Greedy,ok,,213041.97946419797,0.08594819999962056,,,,,,,,,,,,,,,,,,,,,,,,,0,204716.979464198,8325.0,23,72220.86992411925,0.0,72220.86992411925,0.08695652173913043,0.8695652173913043,0.043478260869565216,0.0,53,85751.66589125911,8200.0,93951.66589125911,0.20754716981132076,0.7358490566037735,0.05660377358490566,0.19339622641509435,12,20944.44364881962,125.0,21069.44364881962,0.0,0.9166666666666666,0.08333333333333333,0.020833333333333332,12,25800.0,0.0,25800.0,0.08333333333333333,0.6666666666666666,0.25,0.0,14,78,8,0.14,0.78,0.08,,,,,,,,,,,,,,,,,
