experiment,scenario,mechanism,N,seed,method,param_name,param_value,obj,runtime_total,runtime_pricing,gap,status,error,num_iters,num_pricing_calls,num_columns_added,min_reduced_cost_last,pricing_time_share,cost_energy,cost_delay,shore_utilization,mode_shore_count,mode_battery_count,mode_brown_count,infeasible_jobs,shore_ratio,battery_ratio,brown_ratio,mechanism_counts,type_A_count,type_A_cost_energy,type_A_cost_delay,type_A_cost_total,type_A_shore_ratio,type_A_battery_ratio,type_A_brown_ratio,type_A_avg_tardy_hours,type_B_count,type_B_cost_energy,type_B_cost_delay,type_B_cost_total,type_B_shore_ratio,type_B_battery_ratio,type_B_brown_ratio,type_B_avg_tardy_hours,type_C_count,type_C_cost_energy,type_C_cost_delay,type_C_cost_total,type_C_shore_ratio,type_C_battery_ratio,type_C_brown_ratio,type_C_avg_tardy_hours,type_D_count,type_D_cost_energy,type_D_cost_delay,type_D_cost_total,type_D_shore_ratio,type_D_battery_ratio,type_D_brown_ratio,type_D_avg_tardy_hours
mechanism,U,hybrid,100,9,fifo,mechanism,hybrid,219429.9138404785,0.027970800001639873,,,ok,,,,,,,211204.9138404785,8225.0,1.0,13,71,16,0,0.13,0.71,0.16,"{'shore': 13, 'battery': 71, 'brown': 16}",19,55843.936453196715,3000.0,58843.936453196715,0.15789473684210525,0.7894736842105263,0.05263157894736842,0.07894736842105263,43,77749.32335016853,3600.0,81349.32335016853,0.23255813953488372,0.6046511627906976,0.16279069767441862,0.10465116279069768,24,41611.65403711323,1625.0,43236.65403711323,0.0,0.9166666666666666,0.08333333333333333,0.13541666666666666,14,36000.0,0.0,36000.0,0.0,0.5714285714285714,0.42857142857142855,0.0
mechanism,U,hybrid,100,10,cg,mechanism,hybrid,181525.0953533468,8.660919400019338,0.0,,ok,,1.0,0.0,0.0,0.0,0.0,181525.0953533468,0.0,1.0,16,84,0,0,0.16,0.84,0.0,"{'shore': 16, 'battery': 84, 'brown': 0}",18,56432.35545265965,0.0,56432.35545265965,0.0,1.0,0.0,0.0,54,79734.14120897384,0.0,79734.14120897384,0.2777777777777778,0.7222222222222222,0.0,0.0,18,28558.598691713312,0.0,28558.598691713312,0.0,1.0,0.0,0.0,10,16800.0,0.0,16800.0,0.1,0.9,0.0,0.0
mechanism,U,hybrid,100,10,greedy,mechanism,hybrid,214270.07437778,0.06519769999431446,,,ok,,,,,,,210095.07437777997,4175.0,1.0,15,72,13,0,0.15,0.72,0.13,"{'shore': 15, 'battery': 72, 'brown': 13}",18,62852.69817945669,0.0,62852.69817945669,0.0,0.8888888888888888,0.1111111111111111,0.0,54,94683.77750660988,2800.0,97483.77750660988,0.25925925925925924,0.6111111111111112,0.12962962962962962,0.06481481481481481,18,28558.598691713312,1375.0,29933.598691713312,0.0,1.0,0.0,0.1527777777777778,10,24000.0,0.0,24000.0,0.1,0.5,0.4,0.0
mechanism,U,hybrid,100,10,fifo,mechanism,hybrid,214980.2169326769,0.029600300011225045,,,ok,,,,,,,209905.2169326769,5075.0,1.0,15,72,13,0,0.15,0.72,0.13,"{'shore': 15, 'battery': 72, 'brown': 13}",18,62852.69817945669,0.0,62852.69817945669,0.0,0.8888888888888888,0.1111111111111111,0.0,54,94493.92006150678,4200.0,98693.92006150678,0.25925925925925924,0.6111111111111112,0.12962962962962962,0.09722222222222222,18,28558.598691713312,875.0,29433.598691713312,0.0,1.0,0.0,0.09722222222222222,10,24000.0,0.0,24000.0,0.1,0.5,0.4,0.0
mechanism,U,battery_only,100,1,cg,mechanism,battery_only,209113.41544267687,0.5862153999914881,0.0,,ok,,1.0,0.0,0.0,0.0,0.0,208913.41544267687,200.0,0.0,0,91,9,0,0.0,0.91,0.09,"{'shore': 0, 'battery': 91, 'brown': 9}",19,59150.23695702706,0.0,59150.23695702706,0.0,1.0,0.0,0.0,48,90983.6823753794,200.0,91183.6823753794,0.0,0.875,0.125,0.005208333333333333,19,33579.496110270426,0.0,33579.496110270426,0.0,0.8421052631578947,0.15789473684210525,0.0,14,25200.0,0.0,25200.0,0.0,1.0,0.0,0.0
mechanism,U,battery_only,100,1,greedy,mechanism,battery_only,249457.72720671774,0.03598950000014156,,,ok,,,,,,,245082.72720671774,4375.0,0.0,0,74,26,0,0.0,0.74,0.26,"{'shore': 0, 'battery': 74, 'brown': 26}",19,68525.64336243253,0.0,68525.64336243253,0.0,0.8421052631578947,0.15789473684210525,0.0,48,105206.06069201553,2000.0,107206.06069201553,0.0,0.7291666666666666,0.2708333333333333,0.052083333333333336,19,35351.02315226959,875.0,36226.02315226959,0.0,0.7894736842105263,0.21052631578947367,0.09210526315789473,14,36000.0,1500.0,37500.0,0.0,0.5714285714285714,0.42857142857142855,0.07142857142857142
mechanism,U,battery_only,100,1,fifo,mechanism,battery_only,248107.72720671774,0.01033129999996163,,,ok,,,,,,,245082.72720671774,3025.0,0.0,0,74,26,0,0.0,0.74,0.26,"{'shore': 0, 'battery': 74, 'brown': 26}",19,68525.64336243253,0.0,68525.64336243253,0.0,0.8421052631578947,0.15789473684210525,0.0,48,105206.06069201553,1400.0,106606.06069201553,0.0,0.7291666666666666,0.2708333333333333,0.036458333333333336,19,35351.02315226959,125.0,35476.02315226959,0.0,0.7894736842105263,0.21052631578947367,0.013157894736842105,14,36000.0,1500.0,37500.0,0.0,0.5714285714285714,0.42857142857142855,0.07142857142857142
mechanism,U,battery_only,100,2,cg,mechanism,battery_only,226999.44263143974,0.5809172000153922,0.0,,ok,,1.0,0.0,0.0,0.0,0.0,225949.44263143974,1050.0,0.0,0,88,12,0,0.0,0.88,0.12,"{'shore': 0, 'battery': 88, 'brown': 12}",23,73933.56713556702,0.0,73933.56713556702,0.0,1.0,0.0,0.0,53,106716.2924948761,800.0,107516.2924948761,0.0,0.8301886792452831,0.16981132075471697,0.018867924528301886,12,23699.583000996572,250.0,23949.583000996572,0.0,0.75,0.25,0.041666666666666664,12,21600.0,0.0,21600.0,0.0,1.0,0.0,0.0
mechanism,U,battery_only,100,2,greedy,mechanism,battery_only,265994.4728725537,0.03462640001089312,,,ok,,,,,,,260494.47287255368,5500.0,0.0,0,74,26,0,0.0,0.74,0.26,"{'shore': 0, 'battery': 74, 'brown': 26}",23,87199.31158998943,500.0,87699.31158998943,0.0,0.8260869565217391,0.17391304347826086,0.010869565217391304,53,118551.62705323046,3000.0,121551.62705323046,0.0,0.7358490566037735,0.2641509433962264,0.07075471698113207,12,22343.534229333807,875.0,23218.534229333807,0.0,0.8333333333333334,0.16666666666666666,0.14583333333333334,12,32400.0,1125.0,33525.0,0.0,0.5,0.5,0.0625
mechanism,U,battery_only,100,2,fifo,mechanism,battery_only,264519.4728725536,0.010362700006226078,,,ok,,,,,,,260494.47287255368,4025.0,0.0,0,74,26,0,0.0,0.74,0.26,"{'shore': 0, 'battery': 74, 'brown': 26}",23,87199.31158998943,0.0,87199.31158998943,0.0,0.8260869565217391,0.17391304347826086,0.0,53,118551.62705323046,2400.0,120951.62705323046,0.0,0.7358490566037735,0.2641509433962264,0.05660377358490566,12,22343.534229333807,875.0,23218.534229333807,0.0,0.8333333333333334,0.16666666666666666,0.14583333333333334,12,32400.0,750.0,33150.0,0.0,0.5,0.5,0.041666666666666664
mechanism,U,battery_only,100,3,cg,mechanism,battery_only,221311.59926850192,0.6953229999926407,0.0,,ok,,1.0,0.0,0.0,0.0,0.0,220036.59926850192,1275.0,0.0,0,87,13,0,0.0,0.87,0.13,"{'shore': 0, 'battery': 87, 'brown': 13}",19,57905.549811770914,0.0,57905.549811770914,0.0,1.0,0.0,0.0,51,104850.51705446982,400.0,105250.51705446982,0.0,0.8431372549019608,0.1568627450980392,0.00980392156862745,18,35680.532402261095,875.0,36555.532402261095,0.0,0.7222222222222222,0.2777777777777778,0.09722222222222222,12,21600.0,0.0,21600.0,0.0,1.0,0.0,0.0
mechanism,U,battery_only,100,3,greedy,mechanism,battery_only,253916.98326057137,0.03660500000114553,,,ok,,,,,,,245691.98326057137,8225.0,0.0,0,78,22,0,0.0,0.78,0.22,"{'shore': 0, 'battery': 78, 'brown': 22}",19,70538.98205220542,2500.0,73038.98205220542,0.0,0.7894736842105263,0.21052631578947367,0.06578947368421052,51,107393.36886612388,4600.0,111993.36886612388,0.0,0.8431372549019608,0.1568627450980392,0.11274509803921569,18,31759.632342242065,1125.0,32884.63234224207,0.0,0.8888888888888888,0.1111111111111111,0.125,12,36000.0,0.0,36000.0,0.0,0.3333333333333333,0.6666666666666666,0.0
mechanism,U,battery_only,100,3,fifo,mechanism,battery_only,253975.90526256646,0.010910199984209612,,,ok,,,,,,,243850.90526256646,10125.0,0.0,0,79,21,0,0.0,0.79,0.21,"{'shore': 0, 'battery': 79, 'brown': 21}",19,70538.98205220542,3000.0,73538.98205220542,0.0,0.7894736842105263,0.21052631578947367,0.07894736842105263,51,105552.29086811897,6000.0,111552.29086811897,0.0,0.8627450980392157,0.13725490196078433,0.14705882352941177,18,31759.632342242065,1125.0,32884.63234224207,0.0,0.8888888888888888,0.1111111111111111,0.125,12,36000.0,0.0,36000.0,0.0,0.3333333333333333,0.6666666666666666,0.0
